ProductID,ProductName,ProductCategory,ProductSubCategory,ProductPrice,StockReceived,StockSold,StockOnHand
48,Martha,Books,Fiction,43310.0,479,105,374
49,Amy,Home & Garden,Decor,0.01,210,18,192
50,Angela,Toys,Action Figures,386.57,142,20,122
51,Marvin,Clothing,Shirt,995.13,211,51,160
52,Michael,InvalidCategory,Dolls,InvalidPrice,427,49,378
53,NonExistentProduct,Clothing,Shirt,995.13,422,187,235
54,Robert,Electronics,Mobile,847.43,471,357,114
55,Shannon,Home & Garden,Gardening Tools,InvalidPrice,500,355,145
56,Tammy,Home & Garden,Furniture,431.82,157,35,122
57,Kristine,Electronics,Headphones,228.82,394,346,48
58,Robert,Electronics,Mobile,84743.0,330,100,230
59,Robert,Electronics,Mobile,84743.0,175,163,12
60,Angela,Toys,Action Figures,386.57,260,158,102
61,Tammy,Home & Garden,Furniture,431.82,491,140,351
62,Martha,InvalidCategory,Fiction,433.1,254,116,138
63,Shannon,Home & Garden,Gardening Tools,68.01,67,52,15
64,NonExistentProduct,Books,Non-fiction,642.11,484,395,89
65,Shawn,InvalidCategory,Headphones,461.09,374,177,197
66,Katie,Books,Non-fiction,642.11,193,102,91
67,Jamie,InvalidCategory,Fiction,930.3,220,73,147
68,Michael,Toys,Dolls,InvalidPrice,286,222,64
69,Cynthia,Electronics,Headphones,872.85,332,223,109
70,Wanda,Toys,Educational,268.61,125,6,119
71,Fred,Books,Academic,99999.99,481,72,409
72,Nathaniel,InvalidCategory,Camera,652.35,281,111,170
73,Shannon,Home & Garden,Gardening Tools,68.01,202,38,164
74,Michael,InvalidCategory,Dolls,46.23,71,11,60
75,Pamela,InvalidCategory,Headphones,651.11,372,189,183
76,Kristine,Electronics,Headphones,22882.0,66,35,31
77,Robert,Electronics,Mobile,847.43,264,200,64
78,NonExistentProduct,Electronics,Camera,652.35,332,301,31
79,NonExistentProduct,Clothing,Shirt,995.13,128,40,88
80,Justin,Electronics,Headphones,660.05,432,346,86
81,Kristine,Electronics,Headphones,228.82,112,82,30
82,NonExistentProduct,Books,Non-fiction,64211.0,487,104,383
83,Michael,Toys,Dolls,46.23,224,211,13
84,Martha,Books,Fiction,433.1,243,235,8
85,Jamie,Books,Fiction,930.3,144,44,100
86,Angela,Toys,Action Figures,386.57,282,191,91
87,Justin,Electronics,Headphones,660.05,496,214,282
88,NonExistentProduct,Books,Academic,693.39,484,281,203
89,Pamela,Electronics,Headphones,651.11,225,138,87
90,Nathaniel,Electronics,Camera,652.35,474,5,469
91,Michael,Toys,Dolls,46.23,483,102,381
92,Michael,Toys,Dolls,InvalidPrice,405,114,291
93,Shannon,Home & Garden,Gardening Tools,68.01,340,34,306
94,Anthony,Books,Academic,693.39,134,43,91
95,Elizabeth,Clothing,Shirt,840.19,221,159,62
96,Marvin,Clothing,Shirt,99513.0,365,122,243
97,Shawn,Electronics,Headphones,461.09,463,121,342
98,Fred,Books,Academic,951.53,417,272,145
99,Fred,InvalidCategory,Academic,951.53,55,40,15
100,Jamie,Books,Fiction,93030.0,381,78,303
101,Anthony,Books,Academic,693.39,71,37,34
102,Pamela,Electronics,Headphones,651.11,400,90,310
103,Shannon,InvalidCategory,Gardening Tools,68.01,106,24,82
104,Tammy,Home & Garden,Furniture,431.82,358,162,196
105,Cynthia,Electronics,Headphones,InvalidPrice,104,92,12
106,Marvin,Clothing,Shirt,99999.99,247,43,204
107,Cynthia,InvalidCategory,Headphones,InvalidPrice,488,459,29
108,Fred,Books,Academic,951.53,411,304,107
109,NonExistentProduct,Clothing,Shirt,995.13,140,114,26
110,Shannon,Home & Garden,Gardening Tools,68.01,293,126,167
111,Tammy,Home & Garden,Furniture,43182.0,175,99,76
112,Katie,Books,Non-fiction,642.11,500,380,120
113,Shawn,Electronics,Headphones,46109.0,411,274,137
114,Nathaniel,Electronics,Camera,652.35,151,115,36
115,Pamela,Electronics,Headphones,651.11,151,61,90
116,Tammy,Home & Garden,Furniture,431.82,362,212,150
117,Marvin,Clothing,Shirt,99513.0,57,18,39
118,Michael,Toys,Dolls,InvalidPrice,414,305,109
119,NonExistentProduct,Electronics,Headphones,660.05,299,27,272
120,Amy,Home & Garden,Decor,364.01,396,272,124
121,Angela,Toys,Action Figures,386.57,313,95,218
122,Amy,Home & Garden,Decor,InvalidPrice,311,28,283
123,Robert,Electronics,Mobile,InvalidPrice,457,445,12
124,Jamie,InvalidCategory,Fiction,93030.0,148,98,50
125,NonExistentProduct,Electronics,Headphones,872.85,452,293,159
126,NonExistentProduct,Toys,Dolls,46.23,276,107,169
127,Shannon,Home & Garden,Gardening Tools,68.01,488,106,382
128,Martha,Books,Fiction,0.01,380,137,243
129,Cynthia,Electronics,Headphones,872.85,439,352,87
130,Fred,Books,Academic,951.53,302,29,273
131,NonExistentProduct,Toys,Dolls,46.23,170,1,169
132,Martha,Books,Fiction,433.1,266,29,237
133,Fred,Books,Academic,951.53,259,8,251
134,Michael,Toys,Dolls,46.23,73,31,42
135,Shawn,Electronics,Headphones,461.09,102,9,93
136,Marvin,Clothing,Shirt,995.13,422,159,263
137,Wanda,InvalidCategory,Educational,99999.99,67,52,15
138,Michael,Toys,Dolls,46.23,284,240,44
139,Cynthia,Electronics,Headphones,872.85,72,57,15
140,Anthony,InvalidCategory,Academic,693.39,131,57,74
141,Kristine,Electronics,Headphones,228.82,140,90,50
142,Cynthia,Electronics,Headphones,99999.99,415,83,332
143,Wanda,Toys,Educational,268.61,210,159,51
144,Jamie,Books,Fiction,930.3,486,358,128
145,Michael,Toys,Dolls,46.23,378,86,292
146,Jamie,Books,Fiction,930.3,263,101,162
147,Martha,Books,Fiction,433.1,122,50,72
148,Marvin,Clothing,Shirt,99513.0,372,76,296
149,Justin,Electronics,Headphones,InvalidPrice,270,170,100
150,Shannon,Home & Garden,Gardening Tools,InvalidPrice,371,62,309
151,Tammy,Home & Garden,Furniture,431.82,262,153,109
152,Robert,Electronics,Mobile,847.43,369,313,56
153,Elizabeth,Clothing,Shirt,840.19,113,28,85
154,Elizabeth,Clothing,Shirt,840.19,216,164,52
155,Kristine,Electronics,Headphones,InvalidPrice,147,12,135
156,Shawn,Electronics,Headphones,461.09,291,153,138
157,Jamie,Books,Fiction,930.3,222,42,180
158,Amy,Home & Garden,Decor,364.01,228,38,190
159,Justin,Electronics,Headphones,0.01,490,301,189
160,Katie,Books,Non-fiction,64211.0,440,54,386
161,NonExistentProduct,Toys,Educational,268.61,163,126,37
162,Nathaniel,InvalidCategory,Camera,652.35,369,165,204
163,Robert,Electronics,Mobile,847.43,455,37,418
164,NonExistentProduct,Books,Non-fiction,642.11,121,23,98
165,Amy,InvalidCategory,Decor,364.01,403,340,63
166,Cynthia,Electronics,Headphones,87285.0,333,156,177
167,Shannon,Home & Garden,Gardening Tools,99999.99,430,410,20
168,Shannon,Home & Garden,Gardening Tools,68.01,258,248,10
169,Kristine,Electronics,Headphones,228.82,282,166,116
170,Shawn,Electronics,Headphones,461.09,312,5,307
171,Anthony,Books,Academic,693.39,262,183,79
172,Pamela,Electronics,Headphones,651.11,439,31,408
173,Katie,Books,Non-fiction,642.11,59,10,49
174,Anthony,Books,Academic,69339.0,354,131,223
175,Marvin,Clothing,Shirt,995.13,106,24,82
176,Amy,Home & Garden,Decor,364.01,460,426,34
177,Justin,Electronics,Headphones,660.05,185,173,12
178,Michael,Toys,Dolls,46.23,420,31,389
179,Amy,Home & Garden,Decor,364.01,371,56,315
180,Kristine,Electronics,Headphones,228.82,222,208,14
181,Elizabeth,Clothing,Shirt,840.19,244,78,166
182,Tammy,Home & Garden,Furniture,431.82,93,29,64
183,Martha,Books,Fiction,433.1,224,82,142
184,Cynthia,Electronics,Headphones,872.85,267,157,110
185,NonExistentProduct,Electronics,Headphones,651.11,220,194,26
186,Elizabeth,Clothing,Shirt,840.19,207,197,10
187,Shannon,Home & Garden,Gardening Tools,99999.99,319,226,93
188,Justin,InvalidCategory,Headphones,660.05,392,189,203
189,Robert,Electronics,Mobile,0.01,488,322,166
190,Tammy,Home & Garden,Furniture,431.82,307,288,19
191,Cynthia,InvalidCategory,Headphones,InvalidPrice,449,291,158
192,Shawn,Electronics,Headphones,461.09,118,51,67
193,Jamie,Books,Fiction,930.3,122,8,114
194,Anthony,Books,Academic,693.39,380,221,159
195,Amy,Home & Garden,Decor,InvalidPrice,106,22,84
196,Pamela,Electronics,Headphones,651.11,143,66,77
197,Angela,Toys,Action Figures,InvalidPrice,156,122,34
198,Pamela,Electronics,Headphones,InvalidPrice,380,251,129
199,Cynthia,Electronics,Headphones,87285.0,231,223,8
200,Marvin,Clothing,Shirt,995.13,289,71,218
201,Shawn,Electronics,Headphones,461.09,228,158,70
202,Katie,Books,Non-fiction,642.11,387,335,52
203,Martha,Books,Fiction,433.1,257,180,77
204,Cynthia,Electronics,Headphones,InvalidPrice,92,8,84
205,Pamela,Electronics,Headphones,65111.0,417,28,389
206,NonExistentProduct,Home & Garden,Furniture,431.82,157,36,121
207,Kristine,Electronics,Headphones,228.82,338,179,159
208,Wanda,Toys,Educational,268.61,239,62,177
209,Angela,Toys,Action Figures,386.57,423,402,21
210,Cynthia,Electronics,Headphones,872.85,290,239,51
211,Martha,Books,Fiction,433.1,132,49,83
212,Nathaniel,Electronics,Camera,0.01,335,88,247
213,Cynthia,Electronics,Headphones,0.01,382,159,223
214,Nathaniel,Electronics,Camera,652.35,484,65,419
215,Shannon,Home & Garden,Gardening Tools,68.01,362,258,104
216,Justin,Electronics,Headphones,660.05,333,231,102
217,Katie,Books,Non-fiction,InvalidPrice,307,246,61
218,Amy,Home & Garden,Decor,36401.0,182,168,14
219,NonExistentProduct,Toys,Educational,268.61,465,201,264
220,Justin,InvalidCategory,Headphones,InvalidPrice,137,8,129
221,Tammy,Home & Garden,Furniture,431.82,133,25,108
222,NonExistentProduct,Toys,Educational,268.61,168,65,103
223,Robert,InvalidCategory,Mobile,84743.0,68,15,53
224,Cynthia,Electronics,Headphones,87285.0,356,55,301
225,Anthony,Books,Academic,693.39,167,36,131
226,Wanda,Toys,Educational,268.61,183,70,113
227,Elizabeth,InvalidCategory,Shirt,840.19,433,374,59
228,Cynthia,Electronics,Headphones,872.85,376,229,147
229,Robert,Electronics,Mobile,0.01,347,324,23
230,NonExistentProduct,Electronics,Headphones,651.11,479,241,238
231,Kristine,Electronics,Headphones,22882.0,260,65,195
232,Michael,Toys,Dolls,46.23,271,218,53
233,Katie,InvalidCategory,Non-fiction,642.11,182,160,22
234,Nathaniel,Electronics,Camera,652.35,450,365,85
235,Anthony,Books,Academic,InvalidPrice,78,49,29
236,Elizabeth,Clothing,Shirt,InvalidPrice,315,200,115
237,Angela,Toys,Action Figures,386.57,477,447,30
238,Angela,InvalidCategory,Action Figures,386.57,53,14,39
239,Shawn,Electronics,Headphones,461.09,115,85,30
240,Kristine,Electronics,Headphones,228.82,162,55,107
241,Martha,Books,Fiction,0.01,497,319,178
242,Anthony,Books,Academic,693.39,154,9,145
243,Kristine,Electronics,Headphones,228.82,400,15,385
244,NonExistentProduct,Electronics,Camera,652.35,357,210,147
245,Angela,Toys,Action Figures,InvalidPrice,271,178,93
246,Martha,Books,Fiction,433.1,386,226,160
247,Tammy,Home & Garden,Furniture,431.82,166,33,133
248,Angela,InvalidCategory,Action Figures,InvalidPrice,438,90,348
249,Shannon,Home & Garden,Gardening Tools,68.01,285,82,203
250,Robert,InvalidCategory,Mobile,847.43,79,29,50
251,Marvin,Clothing,Shirt,99513.0,279,150,129
252,NonExistentProduct,Toys,Educational,268.61,492,234,258
253,Angela,Toys,Action Figures,386.57,263,47,216
254,Kristine,Electronics,Headphones,228.82,114,91,23
255,Marvin,Clothing,Shirt,99513.0,258,213,45
256,Katie,Books,Non-fiction,642.11,143,133,10
257,Kristine,Electronics,Headphones,228.82,307,47,260
258,Amy,Home & Garden,Decor,364.01,234,42,192
259,Kristine,Electronics,Headphones,InvalidPrice,178,119,59
260,Amy,InvalidCategory,Decor,364.01,120,7,113
261,Anthony,Books,Academic,693.39,367,52,315
262,Shawn,Electronics,Headphones,461.09,318,58,260
263,Martha,Books,Fiction,InvalidPrice,424,118,306
264,NonExistentProduct,Books,Fiction,433.1,125,33,92
265,Robert,Electronics,Mobile,84743.0,435,124,311
266,Robert,Electronics,Mobile,InvalidPrice,244,145,99
267,Elizabeth,InvalidCategory,Shirt,840.19,390,160,230
268,Tammy,Home & Garden,Furniture,431.82,458,330,128
269,NonExistentProduct,Books,Academic,693.39,285,269,16
270,Fred,Books,Academic,InvalidPrice,202,133,69
271,Fred,InvalidCategory,Academic,InvalidPrice,435,419,16
272,Kristine,Electronics,Headphones,228.82,444,428,16
273,Cynthia,InvalidCategory,Headphones,872.85,462,22,440
274,Amy,Home & Garden,Decor,364.01,302,6,296
275,Katie,InvalidCategory,Non-fiction,99999.99,447,131,316
276,Angela,Toys,Action Figures,386.57,342,300,42
277,Nathaniel,Electronics,Camera,652.35,163,96,67
278,Kristine,Electronics,Headphones,0.01,184,118,66
279,Amy,Home & Garden,Decor,0.01,338,4,334
280,Nathaniel,InvalidCategory,Camera,0.01,72,65,7
281,NonExistentProduct,Clothing,Shirt,0.01,110,99,11
282,Wanda,Toys,Educational,268.61,339,88,251
283,Katie,Books,Non-fiction,642.11,291,175,116
284,Angela,Toys,Action Figures,386.57,281,150,131
285,Anthony,Books,Academic,0.01,282,89,193
286,Angela,Toys,Action Figures,386.57,176,133,43
287,Jamie,Books,Fiction,0.01,99,68,31
288,Kristine,Electronics,Headphones,228.82,470,397,73
289,Justin,Electronics,Headphones,InvalidPrice,334,114,220
290,Jamie,Books,Fiction,930.3,157,58,99
291,Pamela,Electronics,Headphones,65111.0,312,275,37
292,Jamie,Books,Fiction,930.3,391,385,6
293,Kristine,Electronics,Headphones,0.01,362,25,337
294,Justin,Electronics,Headphones,660.05,210,85,125
295,Katie,Books,Non-fiction,642.11,112,27,85
296,Wanda,Toys,Educational,268.61,351,343,8
297,Kristine,Electronics,Headphones,228.82,260,97,163
298,Amy,Home & Garden,Decor,364.01,316,257,59
299,Cynthia,Electronics,Headphones,872.85,446,439,7
300,Katie,Books,Non-fiction,642.11,223,47,176
301,Michael,Toys,Dolls,46.23,375,273,102
302,Angela,Toys,Action Figures,386.57,63,46,17
303,Anthony,Books,Academic,99999.99,113,103,10
304,Anthony,Books,Academic,693.39,401,260,141
305,Wanda,Toys,Educational,26861.0,339,112,227
306,Justin,Electronics,Headphones,660.05,53,52,1
307,Shawn,Electronics,Headphones,461.09,428,200,228
308,NonExistentProduct,Books,Fiction,930.3,152,6,146
309,Katie,Books,Non-fiction,642.11,131,2,129
310,Pamela,Electronics,Headphones,0.01,393,28,365
311,Angela,Toys,Action Figures,386.57,333,246,87
312,Justin,Electronics,Headphones,660.05,75,38,37
313,Angela,Toys,Action Figures,386.57,256,170,86
314,Michael,Toys,Dolls,46.23,290,195,95
315,Elizabeth,Clothing,Shirt,840.19,457,436,21
316,Justin,Electronics,Headphones,660.05,339,171,168
317,Katie,Books,Non-fiction,99999.99,248,74,174
318,NonExistentProduct,Electronics,Headphones,0.01,120,75,45
319,Jamie,Books,Fiction,930.3,141,39,102
320,Martha,InvalidCategory,Fiction,433.1,142,64,78
321,Marvin,InvalidCategory,Shirt,995.13,472,332,140
322,NonExistentProduct,Home & Garden,Gardening Tools,68.01,351,118,233
323,Amy,InvalidCategory,Decor,364.01,120,78,42
324,Tammy,Home & Garden,Furniture,431.82,416,390,26
325,Michael,Toys,Dolls,46.23,270,181,89
326,Katie,Books,Non-fiction,642.11,483,442,41
327,Elizabeth,Clothing,Shirt,84019.0,171,87,84
328,Michael,Toys,Dolls,InvalidPrice,398,232,166
329,Anthony,Books,Academic,693.39,55,53,2
330,Jamie,Books,Fiction,93030.0,194,178,16
331,Jamie,Books,Fiction,InvalidPrice,293,116,177
332,Tammy,InvalidCategory,Furniture,431.82,299,235,64
333,Amy,Home & Garden,Decor,364.01,333,181,152
334,Nathaniel,InvalidCategory,Camera,652.35,168,134,34
335,Anthony,InvalidCategory,Academic,693.39,70,5,65
336,Nathaniel,Electronics,Camera,652.35,105,36,69
337,Nathaniel,Electronics,Camera,InvalidPrice,220,146,74
338,NonExistentProduct,Books,Fiction,930.3,336,196,140
339,NonExistentProduct,Electronics,Headphones,InvalidPrice,205,88,117
340,Angela,Toys,Action Figures,0.01,101,45,56
341,Pamela,Electronics,Headphones,65111.0,207,47,160
342,Shannon,Home & Garden,Gardening Tools,68.01,97,7,90
343,Robert,Electronics,Mobile,847.43,278,99,179
344,Robert,Electronics,Mobile,847.43,265,78,187
345,Angela,Toys,Action Figures,386.57,271,129,142
346,Amy,Home & Garden,Decor,364.01,290,130,160
347,Angela,Toys,Action Figures,386.57,348,152,196
348,Jamie,Books,Fiction,930.3,219,46,173
349,Angela,Toys,Action Figures,38657.0,90,35,55
350,NonExistentProduct,Electronics,Headphones,99999.99,138,31,107
351,Kristine,Electronics,Headphones,228.82,239,144,95
352,Anthony,Books,Academic,693.39,449,191,258
353,Wanda,Toys,Educational,268.61,410,177,233
354,Nathaniel,Electronics,Camera,652.35,188,176,12
355,Shannon,Home & Garden,Gardening Tools,68.01,50,20,30
356,Michael,Toys,Dolls,46.23,332,82,250
357,Shannon,Home & Garden,Gardening Tools,0.01,462,102,360
358,Angela,Toys,Action Figures,386.57,132,24,108
359,Shannon,Home & Garden,Gardening Tools,68.01,163,131,32
360,NonExistentProduct,Books,Fiction,930.3,306,84,222
361,NonExistentProduct,Toys,Action Figures,386.57,374,288,86
362,Marvin,Clothing,Shirt,995.13,455,304,151
363,Katie,Books,Non-fiction,InvalidPrice,219,164,55
364,NonExistentProduct,Electronics,Headphones,228.82,341,56,285
365,Cynthia,Electronics,Headphones,872.85,454,177,277
366,Nathaniel,Electronics,Camera,652.35,345,229,116
367,Anthony,Books,Academic,InvalidPrice,163,160,3
368,Anthony,Books,Academic,693.39,473,311,162
369,Anthony,Books,Academic,693.39,440,321,119
370,Michael,Toys,Dolls,46.23,410,190,220
371,Pamela,InvalidCategory,Headphones,651.11,198,140,58
372,Elizabeth,Clothing,Shirt,840.19,247,43,204
373,Shawn,Electronics,Headphones,0.01,421,177,244
374,Wanda,Toys,Educational,26861.0,366,316,50
375,Robert,Electronics,Mobile,847.43,127,93,34
376,Michael,Toys,Dolls,46.23,94,27,67
377,Justin,Electronics,Headphones,660.05,156,40,116
378,Anthony,Books,Academic,69339.0,186,43,143
379,Amy,Home & Garden,Decor,364.01,295,201,94
380,Martha,Books,Fiction,433.1,296,25,271
381,Tammy,Home & Garden,Furniture,431.82,445,265,180
382,Katie,Books,Non-fiction,642.11,154,133,21
383,Fred,Books,Academic,951.53,465,247,218
384,Wanda,InvalidCategory,Educational,268.61,362,67,295
385,Cynthia,Electronics,Headphones,872.85,257,129,128
386,Robert,InvalidCategory,Mobile,847.43,468,134,334
387,Jamie,InvalidCategory,Fiction,930.3,290,61,229
388,Shannon,Home & Garden,Gardening Tools,68.01,110,4,106
389,Cynthia,Electronics,Headphones,872.85,79,78,1
390,Angela,Toys,Action Figures,386.57,340,317,23
391,Tammy,Home & Garden,Furniture,431.82,386,67,319
392,Shannon,Home & Garden,Gardening Tools,68.01,376,288,88
393,Fred,Books,Academic,951.53,316,312,4
394,Martha,InvalidCategory,Fiction,433.1,337,92,245
395,Angela,Toys,Action Figures,0.01,195,154,41
396,Shawn,Electronics,Headphones,461.09,273,8,265
397,Marvin,Clothing,Shirt,995.13,131,2,129
398,Nathaniel,Electronics,Camera,652.35,189,187,2
399,Anthony,Books,Academic,693.39,403,395,8
400,Cynthia,Electronics,Headphones,InvalidPrice,177,26,151
401,Wanda,Toys,Educational,99999.99,58,39,19
402,Jamie,Books,Fiction,930.3,495,230,265
403,Shannon,Home & Garden,Gardening Tools,68.01,233,46,187
404,Michael,Toys,Dolls,46.23,471,75,396
405,Angela,Toys,Action Figures,38657.0,182,149,33
406,Katie,Books,Non-fiction,99999.99,367,8,359
407,Fred,Books,Academic,99999.99,480,395,85
408,Shawn,Electronics,Headphones,461.09,321,131,190
409,NonExistentProduct,Home & Garden,Gardening Tools,68.01,428,288,140
410,Robert,Electronics,Mobile,847.43,405,377,28
411,Nathaniel,Electronics,Camera,0.01,63,25,38
412,Justin,Electronics,Headphones,660.05,211,50,161
413,Amy,Home & Garden,Decor,364.01,262,195,67
414,Katie,Books,Non-fiction,642.11,407,64,343
415,Kristine,Electronics,Headphones,0.01,428,44,384
416,Robert,Electronics,Mobile,InvalidPrice,482,267,215
417,Katie,Books,Non-fiction,642.11,469,110,359
418,Tammy,Home & Garden,Furniture,431.82,349,128,221
419,Robert,Electronics,Mobile,847.43,434,340,94
420,Anthony,Books,Academic,693.39,70,55,15
421,Anthony,Books,Academic,693.39,423,351,72
422,Tammy,Home & Garden,Furniture,0.01,345,235,110
423,Anthony,Books,Academic,693.39,324,216,108
424,Michael,Toys,Dolls,46.23,427,256,171
425,NonExistentProduct,Clothing,Shirt,0.01,330,321,9
426,Fred,Books,Academic,951.53,130,55,75
427,Jamie,Books,Fiction,930.3,421,333,88
428,NonExistentProduct,Electronics,Headphones,461.09,177,70,107
429,Amy,Home & Garden,Decor,364.01,252,223,29
430,Justin,InvalidCategory,Headphones,660.05,109,38,71
431,Jamie,Books,Fiction,930.3,98,67,31
432,Martha,Books,Fiction,433.1,363,141,222
433,Marvin,InvalidCategory,Shirt,995.13,81,62,19
434,Justin,Electronics,Headphones,660.05,420,372,48
435,Jamie,Books,Fiction,930.3,355,156,199
436,NonExistentProduct,Electronics,Headphones,228.82,465,69,396
437,Cynthia,Electronics,Headphones,872.85,159,100,59
438,NonExistentProduct,Electronics,Headphones,461.09,333,233,100
439,NonExistentProduct,InvalidCategory,Dolls,46.23,396,7,389
440,Marvin,Clothing,Shirt,InvalidPrice,57,23,34
441,Shannon,InvalidCategory,Gardening Tools,InvalidPrice,323,178,145
442,Katie,Books,Non-fiction,642.11,297,293,4
443,Wanda,Toys,Educational,0.01,92,79,13
444,Cynthia,Electronics,Headphones,872.85,313,216,97
445,Marvin,Clothing,Shirt,99999.99,401,3,398
446,Marvin,Clothing,Shirt,995.13,448,299,149
447,Katie,Books,Non-fiction,InvalidPrice,395,154,241
448,Justin,Electronics,Headphones,660.05,496,187,309
449,Marvin,Clothing,Shirt,995.13,340,200,140
450,NonExistentProduct,Electronics,Headphones,651.11,183,165,18
451,Angela,Toys,Action Figures,InvalidPrice,325,99,226
452,Anthony,Books,Academic,693.39,62,10,52
453,Nathaniel,Electronics,Camera,0.01,184,158,26
454,Pamela,InvalidCategory,Headphones,651.11,262,173,89
455,Marvin,Clothing,Shirt,99513.0,93,67,26
456,Michael,Toys,Dolls,46.23,104,21,83
457,Michael,InvalidCategory,Dolls,46.23,404,4,400
458,Marvin,InvalidCategory,Shirt,99513.0,77,62,15
459,Amy,Home & Garden,Decor,364.01,199,175,24
460,Marvin,Clothing,Shirt,995.13,198,43,155
461,Amy,Home & Garden,Decor,364.01,351,93,258
462,Wanda,InvalidCategory,Educational,InvalidPrice,333,307,26
463,Elizabeth,Clothing,Shirt,840.19,87,64,23
464,Anthony,Books,Academic,693.39,118,104,14
465,Justin,Electronics,Headphones,InvalidPrice,361,187,174
466,Shawn,InvalidCategory,Headphones,461.09,152,68,84
467,Shawn,Electronics,Headphones,461.09,160,115,45
468,Kristine,Electronics,Headphones,22882.0,436,237,199
469,Shawn,Electronics,Headphones,461.09,464,25,439
470,Elizabeth,InvalidCategory,Shirt,0.01,126,119,7
471,Amy,Home & Garden,Decor,364.01,496,80,416
472,Cynthia,Electronics,Headphones,InvalidPrice,324,307,17
473,Katie,Books,Non-fiction,642.11,454,30,424
474,Anthony,Books,Academic,693.39,122,12,110
475,Katie,Books,Non-fiction,642.11,325,142,183
476,Nathaniel,Electronics,Camera,99999.99,430,43,387
477,Justin,Electronics,Headphones,660.05,341,239,102
478,Cynthia,Electronics,Headphones,872.85,190,20,170
479,Angela,Toys,Action Figures,386.57,312,10,302
480,NonExistentProduct,Books,Fiction,930.3,77,69,8
481,Fred,Books,Academic,InvalidPrice,107,81,26
482,Shannon,Home & Garden,Gardening Tools,68.01,84,2,82
483,Marvin,Clothing,Shirt,99999.99,148,81,67
484,Angela,Toys,Action Figures,386.57,51,42,9
485,Robert,Electronics,Mobile,InvalidPrice,366,211,155
486,Michael,Toys,Dolls,46.23,53,26,27
487,Kristine,Electronics,Headphones,228.82,183,182,1
488,NonExistentProduct,InvalidCategory,Non-fiction,642.11,468,418,50
489,Michael,Toys,Dolls,46.23,230,147,83
490,Nathaniel,Electronics,Camera,652.35,74,8,66
491,Cynthia,Electronics,Headphones,872.85,164,55,109
492,Justin,Electronics,Headphones,660.05,364,362,2
493,Shannon,Home & Garden,Gardening Tools,InvalidPrice,443,84,359
494,Pamela,Electronics,Headphones,651.11,283,157,126
495,Michael,Toys,Dolls,46.23,141,52,89
496,Cynthia,Electronics,Headphones,872.85,388,370,18
497,Shannon,Home & Garden,Gardening Tools,6801.000000000001,364,249,115
